ds,y
2002/11/1,13.3
2002/12/1,13.4
2003/1/1,13.14
2003/2/1,12.91
2003/3/1,12.81
2003/4/1,12.94
2003/5/1,12.95
2003/6/1,12.78
2003/7/1,12.55
2003/8/1,12.27
2003/9/1,12.16
2003/10/1,12.09
2003/11/1,12.05
2003/12/1,12.03
2004/1/1,11.82
2004/2/1,11.57
2004/3/1,11.08
2004/4/1,10.53
2004/5/1,10.12
2004/6/1,9.93
2004/7/1,9.81
2004/8/1,9.95
2004/9/1,10.15
2004/10/1,10.62
2004/11/1,10.75
2004/12/1,10.88
2005/1/1,10.73
2005/2/1,10.52
2005/3/1,10.05
2005/4/1,9.51
2005/5/1,8.91
2005/6/1,9.09
2005/7/1,9.2
2005/8/1,9.46
2005/9/1,9.13
2005/10/1,9.12
2005/11/1,9.45
2005/12/1,10.31
2006/1/1,11.35
2006/2/1,12.33
2006/3/1,12.74
2006/4/1,12.41
2006/5/1,11.63
2006/6/1,11.01
2006/7/1,11.13
2006/8/1,11.43
2006/9/1,11.71
2006/10/1,11.63
2006/11/1,11.27
2006/12/1,10.98
2007/1/1,10.85
2007/2/1,11.17
